"respondent","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","attitude_Kopacz","hh_finances","future_finances","politics_interest","religious_participation","DATE","weight","married","ed_level","urban_rural","policies_improve_economic","know_FXborrower","province","past.turnout","employed","treat","income.quint","age","currentFXloan","pastFXloan","LeftRight","female","retired","in.labor.force","PiS2011","POPSL2011","vote.intent.rev","gi","ps","turnout.intent.ord","immigration.summary","antimigrant.summary"
"6974",347,2,2,2,3,4,3,3,4,3,2,3,2,2015-10-15,0.619079193513086,1,4,3,3,1,"Kujawsko-pomorskie",1,1,"info",4,75,0,0,-3,0,1,0,1,0,"PiS","big","90/10",2,3.33333333333333,3.66666666666667
"6975",351,2,2,1,4,2,4,4,1,5,5,2,4,2015-10-16,0.86623805042722,1,2,2,1,1,"Mazowieckie",1,2,"Hungary",NA,59,0,0,2,0,0,1,0,1,"PO/PSL","none","50/50",2,3.55555555555556,3.44444444444444
"6976",352,3,1,2,3,3,3,3,3,3,4,3,2,2015-10-16,1.00705521375938,0,4,2,2,1,"Mazowieckie",1,1,"info",1,30,0,0,0,1,0,1,0,1,"NoVote","some","90/10",0,5,2
"6977",354,3,2,2,3,4,NA,3,3,5,4,3,4,2015-10-16,1.25790432192959,1,4,2,4,1,"Mazowieckie",1,2,"history",NA,28,0,0,-1,1,0,1,0,1,"other","none","none",2,2.5,4.5
"6978",355,7,6,NA,NA,3,2,2,2.5,3,3,3,3,2015-10-16,0.711417368063979,1,2,1,2,0,"Kujawsko-pomorskie",NA,2,"history",NA,28,0,0,0,1,0,1,NA,NA,"PiS","some","some",2,3,4
"6979",357,1,1,NA,3,4,3,3,1,1,3,5,2,2015-10-16,0.879966575312772,0,1,1,3,0,"Kujawsko-pomorskie",0,1,"info",NA,69,0,0,NA,1,1,0,0,0,"NoVote","none","none",0,2.33333333333333,4.66666666666667
"6980",358,3,3,NA,NA,3,3,3,4,3,3,4,1,2015-10-16,0.499949612441731,0,2,1,3,0,"Kujawsko-pomorskie",0,2,"Hungary",2,57,0,0,NA,1,0,1,0,0,"DK","DK","some",2,3.2,3.8
"6981",360,3,2,2,4,NA,NA,NA,2.5,3,2,5,3,2015-10-16,1.19786302653385,1,1,1,NA,0,"Kujawsko-pomorskie",0,2,"Hungary",2,33,1,0,NA,1,0,1,0,0,"NoVote","big","90/10",0,2.75,4.25
"6982",361,4,2,2,3,3,4,3,NA,5,4,3,2,2015-10-16,0.772623463971739,1,2,1,NA,0,"Kujawsko-pomorskie",NA,2,"info",NA,42,0,0,NA,0,0,1,NA,NA,"PiS","none","some",2,3,4
"6983",364,3,2,2,3,4,3,4,4,2,3,3,3,2015-10-16,0.717445122104931,0,4,1,4,0,"Kujawsko-pomorskie",1,2,"info",NA,37,1,0,0,0,0,1,NA,NA,"PiS","big","90/10",2,1.44444444444444,5.55555555555556
"6984",365,4,4,NA,4,2,5,3,2,3,3,3,2,2015-10-16,1.26548072429982,1,2,3,2,1,"Pomorskie",1,2,"history",3,50,0,0,1,0,0,1,0,1,"DK","some","50/50",2,2.11111111111111,4.88888888888889
"6985",366,1,1,NA,4,NA,3,NA,2.5,3,3,4,4,2015-10-16,1.78525498087114,0,1,3,NA,0,"Pomorskie",0,2,"Hungary",4,48,0,0,NA,1,0,1,0,0,"NoVote","some","90/10",0,2.375,4.625
"6986",369,2,2,2,4,2,5,4,2,4,3,3,5,2015-10-16,1.03550530433929,0,4,2,2,1,"Pomorskie",NA,2,"info",5,47,0,0,-1,1,0,1,NA,NA,"PO/PSL","none","none",2,4,3
"6987",372,2,2,1,NA,4,NA,NA,2,3,2,4,2,2015-10-16,0.919983820424693,1,2,2,2,1,"Warminsko-mazurskie",1,2,"info",4,59,0,0,0,0,0,1,0,1,"DK","none","50/50",1,4,3
"6988",373,2,2,2,4,2,5,2,2,5,3,4,5,2015-10-16,1.02275799115883,1,4,2,1,1,"Warminsko-mazurskie",1,1,"history",5,68,0,0,1,0,1,0,0,1,"other","none","50/50",2,3.33333333333333,3.66666666666667
"6989",374,2,2,2,4,3,4,4,2,3,3,2,2,2015-10-16,0.961695166231498,1,2,2,2,0,"Warminsko-mazurskie",1,1,"history",4,82,0,0,3,0,1,0,0,1,"PO/PSL","some","some",2,4,3
"6990",375,3,3,1,3,3,4,4,2,5,3,3,4,2015-10-16,1.01849469843495,0,4,1,2,1,"Wielkopolskie",1,2,"cntrl",5,74,0,0,0,0,0,1,0,1,"PO/PSL","none","50/50",2,4.55555555555556,2.44444444444444
"6991",376,2,1,1,3,1,3,3,2,5,3,1,4,2015-10-16,0.886929532479492,0,4,1,2,1,"Wielkopolskie",1,2,"history",5,37,0,0,-3,0,0,1,0,1,"PO/PSL","some","50/50",2,5,2
"6992",378,4,3,2,4,3,5,5,2.5,3,3,1,5,2015-10-16,0.892311332070017,0,3,2,4,0,"Wielkopolskie",NA,1,"history",NA,70,0,0,3,0,1,0,NA,NA,"PiS","none","none",2,2.57142857142857,4.42857142857143
"6993",379,4,2,1,NA,1,4,3,2,4,3,2,2,2015-10-16,1.07861251873118,1,4,2,2,1,"Wielkopolskie",1,2,"Hungary",5,46,0,0,0,1,0,1,0,1,"PO/PSL","none","none",2,4.77777777777778,2.22222222222222
"6994",380,2,2,NA,3,2,NA,NA,NA,3,3,5,5,2015-10-16,1.26583616337545,0,2,2,4,0,"Wielkopolskie",0,2,"history",3,44,0,0,NA,0,0,1,0,0,"NoVote","none","none",0,5,2
"6995",381,3,3,NA,3,3,3,3,3,4,3,4,4,2015-10-16,0.85360935264222,0,2,2,2,0,"Wielkopolskie",1,2,"history",4,57,0,0,NA,0,0,1,0,0,"DK","some","50/50",1,3.85714285714286,3.14285714285714
"6996",382,4,4,2,NA,NA,3,3,NA,4,3,3,2,2015-10-16,0.820222607959114,1,2,1,3,0,"Podkarpackie",NA,2,"info",3,44,0,0,NA,1,0,1,NA,NA,"PiS","big","some",2,2.71428571428571,4.28571428571429
"6997",383,6,4,2,4,3,3,4,2.5,4,3,3,2,2015-10-16,0.721658874239303,1,2,1,NA,0,"Podkarpackie",0,1,"cntrl",2,30,0,0,NA,1,0,1,0,0,"NoVote","some","50/50",0,3.55555555555556,3.44444444444444
"6998",386,2,2,2,3,4,2,3,4,4,3,3,2,2015-10-16,0.730343833251848,1,2,3,2,1,"Zachodniopomorskie",1,2,"history",3,57,0,0,1,1,0,1,1,0,"NoVote","none","some",0,3.25,3.75
"6999",387,9,6,2,NA,4,NA,NA,3,3,4,3,2,2015-10-16,1.33964778373613,0,1,3,3,0,"Zachodniopomorskie",1,1,"cntrl",1,71,0,0,1,0,1,0,1,0,"PiS","some","50/50",2,2.25,4.75
"7000",392,3,3,NA,3,4,2,2,2.5,3,3,4,4,2015-10-16,1.03021310843666,1,2,3,2,1,"Dolnoslaskie",0,2,"info",1,55,0,0,0,1,0,1,0,0,"DK","big","90/10",1,1,6
"7001",393,2,2,2,NA,3,1,2,4,4,3,1,2,2015-10-16,0.97992533033895,1,4,3,4,1,"Dolnoslaskie",0,1,"history",5,70,0,0,3,0,1,0,0,0,"PiS","some","50/50",2,2.66666666666667,4.33333333333333
"7002",394,1,1,2,3,3,3,4,2,5,3,3,4,2015-10-16,0.861749925717704,0,4,3,2,1,"Dolnoslaskie",1,2,"info",5,69,0,0,3,1,0,1,0,1,"PO/PSL","big","50/50",2,1.85714285714286,5.14285714285714
"7003",395,5,5,1,2,4,3,4,2.5,3,2,3,2,2015-10-16,1.25205130972255,0,4,3,3,1,"Dolnoslaskie",1,1,"history",2,22,0,0,0,1,0,1,0,0,"other","some","90/10",2,4.66666666666667,2.33333333333333
"7004",397,1,1,1,2,2,3,3,2,3,3,4,2,2015-10-16,0.774314709224652,0,3,2,NA,0,"Malopolskie",1,1,"history",3,73,0,0,-1,1,1,0,0,1,"DK","some","90/10",1,2.55555555555556,4.44444444444444
"7005",398,3,3,NA,3,3,4,3,2,3,3,3,3,2015-10-16,0.884093593124139,1,2,2,3,0,"Malopolskie",1,2,"info",NA,60,0,0,1,0,0,1,0,1,"PO/PSL","some","50/50",2,3.375,3.625
"7006",399,2,2,1,3,3,2,3,4,4,3,2,2,2015-10-16,0.806939235630152,1,2,2,3,0,"Malopolskie",1,1,"history",NA,69,0,1,2,0,1,0,1,0,"PiS","some","50/50",2,3,4
"7007",403,4,2,NA,2,3,2,2,2.5,4,3,3,2,2015-10-16,0.854781391116605,1,2,1,3,1,"Podkarpackie",1,2,"info",1,43,0,0,2,0,0,1,1,0,"PiS","some","50/50",2,4,3
"7008",406,7,6,2,3,3,3,4,2,4,3,3,4,2015-10-16,0.715731396850564,0,2,1,2,0,"Kujawsko-pomorskie",0,2,"cntrl",1,20,0,0,-2,0,0,1,0,0,"NoVote","none","none",0,2.55555555555556,4.44444444444444
"7009",408,4,4,NA,2,4,3,3,2,3,3,3,2,2015-10-16,1.36213103934926,0,1,1,2,1,"Kujawsko-pomorskie",0,1,"cntrl",1,34,0,0,NA,0,0,0,0,0,"PiS","some","90/10",2,2.83333333333333,4.16666666666667
"7010",409,9,4,1,3,4,3,3,3,4,3,4,2,2015-10-16,1.18932628818071,1,1,1,3,0,"Kujawsko-pomorskie",0,1,"cntrl",1,40,0,0,NA,1,0,0,0,0,"DK","some","50/50",1,1.88888888888889,5.11111111111111
"7011",420,2,2,1,2,3,2,2,2,3,3,3,2,2015-10-16,1.07885841164259,1,2,2,2,0,"Dolnoslaskie",1,1,"Hungary",4,68,0,0,1,0,1,0,0,1,"PO/PSL","none","some",2,3.5,3.5
"7012",421,3,2,2,2,4,2,2,4,3,4,2,2,2015-10-16,1.19071646451524,1,4,2,4,1,"Dolnoslaskie",1,2,"history",5,44,0,0,1,1,0,1,1,0,"PiS","some","some",2,2,5
"7013",423,2,2,1,3,2,NA,3,2,4,3,3,2,2015-10-16,0.94199760300052,1,2,2,2,1,"Dolnoslaskie",1,1,"info",4,77,0,0,-2,0,1,0,0,1,"PO/PSL","none","90/10",2,2.875,4.125
"7014",424,3,1,2,3,3,3,2,2.5,4,4,3,4,2015-10-16,1.08913157726432,0,1,2,2,0,"Lódzkie",0,2,"Hungary",2,28,0,0,-3,1,0,1,0,0,"NoVote","some","90/10",0,2.55555555555556,4.44444444444444
"7015",426,2,2,2,3,2,2,3,2,3,4,1,4,2015-10-16,0.619558270701493,1,3,2,NA,0,"Lódzkie",0,1,"cntrl",4,64,0,0,3,1,1,0,0,0,"DK","big","some",1,4.33333333333333,2.66666666666667
"7016",427,1,1,1,2,3,3,3,2,3,3,1,4,2015-10-16,1.04149458452652,0,1,2,3,1,"Lódzkie",1,1,"cntrl",1,69,0,0,-3,0,0,0,0,1,"PO/PSL","none","some",2,3.33333333333333,3.66666666666667
"7017",428,7,6,NA,3,2,3,3,2,3,3,4,2,2015-10-16,1.2135235374329,1,2,2,2,0,"Malopolskie",1,2,"cntrl",4,52,0,0,0,0,0,1,NA,NA,"DK","none","none",1,4,3
"7018",431,2,2,2,2,3,3,3,4,3,3,2,4,2015-10-16,1.05230852437713,0,3,1,4,0,"Malopolskie",1,2,"info",4,25,0,0,1,0,0,1,0,0,"PiS","none","none",2,2.77777777777778,4.22222222222222
"7019",432,9,6,1,2,2,2,2,4,3,3,3,2,2015-10-16,1.56183394498061,1,2,1,3,0,"Malopolskie",1,2,"info",1,45,0,0,NA,1,0,1,0,1,"PO/PSL","none","none",2,2.88888888888889,4.11111111111111
"7020",433,3,2,NA,2,3,2,2,3,3,2,4,2,2015-10-16,1.42319493781031,1,4,2,3,0,"Malopolskie",1,2,"Hungary",4,29,0,0,0,1,0,1,0,1,"DK","some","50/50",2,3.44444444444444,3.55555555555556
"7021",435,4,2,1,3,NA,NA,2,2,5,3,3,2,2015-10-16,1.00256750341947,1,3,1,NA,0,"Malopolskie",1,1,"info",4,38,0,0,1,1,0,0,1,0,"PiS","some","90/10",2,3.875,3.125
"7022",437,6,6,NA,NA,NA,NA,NA,NA,3,3,4,2,2015-10-16,0.886797782138643,1,2,1,NA,0,"Malopolskie",1,1,"history",3,55,0,0,NA,1,0,0,NA,NA,"DK","none","none",1,2,5
"7023",439,7,5,2,4,4,4,4,2.5,3,3,4,2,2015-10-16,0.885353602785086,1,2,1,NA,0,"Malopolskie",1,1,"history",NA,72,0,0,NA,0,1,0,0,1,"DK","DK","DK",2,2,5
"7024",440,1,1,1,2,3,4,2,1,1,2,3,4,2015-10-16,1.34633937456837,0,2,2,3,0,"Malopolskie",1,2,"info",4,23,0,0,0,0,0,1,0,1,"PO/PSL","big","90/10",2,3,4
"7025",452,1,1,2,3,3,3,3,2.5,1,2,3,2,2015-10-16,1.10326009502069,0,2,2,4,0,"Slaskie",0,2,"Hungary",2,63,0,0,-1,1,1,0,0,0,"other","some","90/10",2,3.22222222222222,3.77777777777778
"7026",454,5,2,2,4,4,4,4,4,4,3,3,4,2015-10-16,1.2431651128761,0,1,3,4,1,"Lódzkie",0,2,"history",NA,20,0,0,NA,0,0,1,0,0,"other","some","some",2,1.33333333333333,5.66666666666667
"7027",455,2,2,2,3,3,4,3,3,4,2,3,5,2015-10-16,0.617439177425052,1,2,3,2,0,"Lódzkie",1,1,"history",5,68,0,0,-3,1,1,0,0,0,"other","none","none",2,3.16666666666667,3.83333333333333
"7028",457,1,1,1,NA,2,2,3,2,3,3,2,4,2015-10-16,0.671658736906747,0,2,3,2,1,"Lódzkie",1,1,"history",3,61,0,0,0,0,0,0,0,1,"PO/PSL","some","50/50",2,4.11111111111111,2.88888888888889
"7029",460,3,2,2,4,4,3,3,2.5,1,3,5,4,2015-10-16,0.95672460574075,1,2,2,3,1,"Wielkopolskie",0,2,"Hungary",3,29,0,0,NA,0,0,1,0,0,"NoVote","big","some",0,2.125,4.875
"7030",463,3,3,1,3,2,3,3,2,4,3,3,2,2015-10-16,0.849561861473661,1,4,2,2,0,"Wielkopolskie",1,2,"cntrl",NA,50,0,0,3,1,0,1,0,1,"PO/PSL","some","50/50",2,3,4
"7031",467,4,2,1,3,2,3,3,1,5,3,3,3,2015-10-16,1.14587898293103,1,4,3,2,0,"Slaskie",1,2,"info",5,33,1,0,0,1,0,1,0,1,"PO/PSL","none","DK",2,4.11111111111111,2.88888888888889
"7032",469,3,2,1,3,3,3,3,2,3,3,3,4,2015-10-16,1.22102801490551,1,2,3,2,0,"Slaskie",NA,1,"Hungary",1,49,0,0,1,0,0,0,NA,NA,"PO/PSL","some","DK",2,2,5
"7033",472,3,3,1,3,3,3,3,2,3,3,4,3,2015-10-16,0.824870258331941,1,2,3,NA,0,"Slaskie",NA,1,"Hungary",4,81,0,0,0,0,1,0,NA,NA,"DK","DK","DK",1,3.66666666666667,3.33333333333333
"7034",473,4,4,NA,3,3,3,3,2,5,3,1,3,2015-10-16,0.878676340424127,1,4,3,2,0,"Slaskie",1,1,"Hungary",5,63,0,1,0,1,1,0,0,1,"PO/PSL","some","some",2,4,3
"7035",474,2,2,2,3,3,3,3,4,5,3,1,2,2015-10-16,0.791520781276154,1,2,3,3,0,"Slaskie",1,1,"cntrl",5,73,0,0,2,1,1,0,1,0,"PiS","some","some",2,2.14285714285714,4.85714285714286
"7036",475,1,1,NA,3,2,3,3,2,3,3,1,4,2015-10-16,0.86102707379937,0,2,3,2,0,"Slaskie",NA,1,"info",NA,62,0,1,-1,0,1,0,NA,NA,"PO/PSL","none","none",2,3.5,3.5
"7037",476,3,3,NA,NA,5,3,3,3,5,3,4,1,2015-10-16,1.06613198805788,1,2,3,3,0,"Slaskie",1,1,"cntrl",5,53,0,0,1,0,1,0,1,0,"PiS","big","none",2,3.5,3.5
"7038",477,2,2,2,5,3,5,3,2.5,3,2,2,5,2015-10-16,0.69333771929561,1,4,3,3,0,"Swietokrzyskie",0,1,"cntrl",5,66,0,1,-1,0,1,0,0,0,"other","big","90/10",2,3.11111111111111,3.88888888888889
"7039",478,2,2,2,2,2,2,2,2,3,3,1,5,2015-10-16,0.69333771929561,1,4,3,2,0,"Swietokrzyskie",1,1,"cntrl",4,78,0,0,-2,0,1,0,0,1,"PO/PSL","DK","DK",2,5,2
"7040",479,4,2,2,NA,4,2,2,2.5,1,3,5,3,2015-10-16,0.967289141911386,1,2,1,3,0,"Lódzkie",0,1,"history",1,27,0,0,3,1,0,0,0,0,"PiS","none","none",2,2.55555555555556,4.44444444444444
"7041",481,4,4,1,2,4,NA,4,NA,2,3,5,4,2015-10-16,0.997742077701691,1,1,1,2,0,"Lódzkie",1,1,"cntrl",1,65,0,0,NA,0,0,0,1,0,"DK","DK","DK",1,2.66666666666667,4.33333333333333
"7042",482,4,3,1,2,3,3,2,3,3,3,3,4,2015-10-16,0.806634095929076,1,3,1,3,1,"Lódzkie",0,2,"cntrl",2,31,0,0,3,0,0,1,0,0,"PiS","none","some",2,1.77777777777778,5.22222222222222
"7043",483,2,2,1,3,3,2,2,2,1,4,4,2,2015-10-16,0.453820406919371,1,2,1,3,0,"Lódzkie",1,1,"Hungary",1,63,0,0,3,0,0,1,0,1,"PiS","none","some",2,3.625,3.375
"7044",484,4,2,2,3,4,NA,4,2.5,3,3,5,2,2015-10-16,0.749021273622289,1,4,1,3,0,"Lódzkie",1,2,"info",1,37,0,0,NA,1,0,1,NA,NA,"DK","none","none",1,1.33333333333333,5.66666666666667
"7045",485,2,2,2,2,3,2,2,4,3,3,3,3,2015-10-16,0.840614122300476,0,2,1,3,0,"Lódzkie",1,2,"cntrl",4,44,0,0,3,0,0,1,1,0,"PiS","some","50/50",2,2.75,4.25
"7046",486,4,3,2,3,3,2,2,2.5,3,4,4,4,2015-10-16,0.566863309423393,1,3,1,3,0,"Lódzkie",1,2,"cntrl",1,60,0,0,0,0,0,1,1,0,"PiS","none","90/10",2,2.88888888888889,4.11111111111111
"7047",490,1,1,2,3,2,3,3,2,3,1,3,2,2015-10-16,0.963800935675338,0,4,2,2,1,"Lubelskie",NA,2,"info",4,36,0,0,NA,0,0,1,NA,NA,"other","some","50/50",2,2.66666666666667,4.33333333333333
"7048",493,3,3,NA,4,3,2,3,2.5,4,3,3,3,2015-10-16,0.699919697228325,1,2,2,3,1,"Lubelskie",1,2,"Hungary",5,57,0,0,0,0,0,1,NA,NA,"DK","none","none",2,2.55555555555556,4.44444444444444
"7049",494,4,3,1,3,3,3,3,2.5,4,3,3,2,2015-10-16,1.03792637869768,1,2,2,3,0,"Lubelskie",1,2,"Hungary",1,41,0,0,NA,0,0,1,1,0,"DK","none","none",1,2.55555555555556,4.44444444444444
"7050",495,2,2,NA,NA,3,3,3,2,5,3,3,3,2015-10-16,0.731653508062745,1,2,2,2,0,"Lubelskie",1,1,"Hungary",5,72,0,0,0,0,1,0,0,1,"PO/PSL","some","50/50",2,2.88888888888889,4.11111111111111
"7051",499,4,2,2,3,2,3,3,NA,3,4,4,4,2015-10-16,0.813699859939241,1,4,2,3,0,"Lubelskie",0,1,"history",1,33,0,0,-1,1,0,1,0,0,"DK","some","some",1,3.55555555555556,3.44444444444444
"7052",500,4,2,NA,3,3,NA,NA,2,3,3,4,2,2015-10-16,0.955142834719721,1,2,1,NA,0,"Wielkopolskie",NA,2,"info",NA,40,0,0,0,0,0,1,NA,NA,"PO/PSL","none","DK",2,3.66666666666667,3.33333333333333
"7053",501,3,3,NA,NA,NA,NA,NA,2.5,4,3,5,4,2015-10-16,0.916533230323104,0,2,1,NA,0,"Wielkopolskie",NA,2,"info",NA,29,0,0,0,0,0,1,NA,NA,"DK","some","some",1,2.75,4.25
"7054",502,2,2,1,2,4,2,2,2.5,5,3,3,3,2015-10-16,0.913395376710572,1,2,1,3,0,"Wielkopolskie",1,2,"cntrl",NA,53,0,0,2,0,0,1,NA,NA,"PiS","some","90/10",2,3.25,3.75
"7055",503,3,3,2,NA,5,2,3,4,4,3,3,4,2015-10-16,0.813872322906221,0,4,1,4,1,"Wielkopolskie",NA,2,"history",NA,52,0,0,3,1,0,1,NA,NA,"PiS","none","none",2,2.44444444444444,4.55555555555556
"7056",506,4,3,NA,4,3,4,4,2.5,4,3,3,1,2015-10-16,1.19667887602755,1,2,3,3,1,"Mazowieckie",0,2,"info",5,51,0,0,0,0,0,1,0,0,"NoVote","some","50/50",0,5.25,1.75
"7057",508,3,2,2,3,3,5,3,2.5,5,3,3,2,2015-10-16,1.47813881505409,0,2,2,3,0,"Mazowieckie",0,1,"history",NA,32,0,0,2,1,0,0,0,0,"DK","big","some",1,1.5,5.5
"7058",511,2,2,2,4,2,4,2,2,4,2,3,5,2015-10-16,1.08253093828007,1,2,2,3,0,"Mazowieckie",1,1,"history",NA,62,0,0,0,0,0,0,0,1,"NoVote","DK","some",0,2.66666666666667,4.33333333333333
"7059",515,1,1,NA,NA,4,2,3,4,2,3,3,4,2015-10-16,0.393262513815111,0,2,2,4,1,"Opolskie",1,2,"info",0,56,0,0,-1,0,0,1,0,1,"other","DK","90/10",2,2.28571428571429,4.71428571428571
"7060",516,4,2,1,NA,2,4,3,3,4,3,3,3,2015-10-16,0.6764193238362,1,4,2,3,1,"Opolskie",1,2,"Hungary",4,39,0,0,1,0,0,1,0,1,"PO/PSL","DK","50/50",2,3.55555555555556,3.44444444444444
"7061",517,13,3,2,3,4,NA,3,2.5,2,3,5,3,2015-10-16,0.992077110877509,0,1,2,NA,0,"Opolskie",0,2,"cntrl",1,20,0,0,NA,0,0,1,0,0,"DK","DK","90/10",1,2.2,4.8
"7062",519,1,1,2,3,3,3,3,2.5,3,3,5,2,2015-10-16,1.09579908148327,0,3,2,4,0,"Lubuskie",0,2,"cntrl",NA,23,0,0,NA,1,0,1,0,0,"NoVote","DK",NA,0,2.33333333333333,4.66666666666667
"7063",521,4,2,2,3,4,3,3,NA,4,3,4,5,2015-10-16,1.48887404380015,1,2,2,4,0,"Lubuskie",0,2,"cntrl",3,29,1,0,NA,1,0,1,0,0,"NoVote","big","90/10",0,4.11111111111111,2.88888888888889
"7064",525,3,2,2,5,3,5,4,2.5,4,3,3,3,2015-10-16,0.837041667589548,1,4,1,3,1,"Podkarpackie",0,2,"cntrl",4,32,0,0,0,1,0,1,0,0,"DK","some","50/50",1,1.25,5.75
"7065",526,5,2,2,4,5,5,5,2.5,4,3,3,2,2015-10-16,0.716171577554784,1,3,1,3,0,"Podkarpackie",1,2,"info",1,43,0,1,1,1,0,1,1,0,"DK","none","50/50",1,2.33333333333333,4.66666666666667
"7066",531,4,3,1,5,2,5,4,2,5,4,2,2,2015-10-16,1.19667887602755,1,2,3,2,0,"Mazowieckie",1,2,"info",3,47,1,0,0,0,0,1,0,1,"other","some","50/50",2,4.33333333333333,2.66666666666667
"7067",532,6,3,1,3,2,3,3,2,1,3,5,5,2015-10-16,1.75239366261061,0,1,2,2,0,"Lubuskie",0,1,"info",1,25,0,0,2,1,0,1,0,0,"PO/PSL","big","50/50",2,2.125,4.875
"7068",534,4,3,2,4,2,3,3,2.5,3,4,3,4,2015-10-16,1.01875099120482,1,2,1,3,0,"Lubuskie",NA,2,"info",4,45,0,0,NA,0,0,1,NA,NA,"other","none","none",2,3.25,3.75
"7069",535,4,4,1,3,NA,3,3,2.5,5,4,5,2,2015-10-16,1.51912271637466,0,1,1,NA,1,"Lubuskie",0,1,"Hungary",1,19,0,0,NA,1,0,1,0,0,"DK","big","some",1,2.66666666666667,4.33333333333333
"7070",536,2,2,2,3,2,3,3,2.5,4,3,4,4,2015-10-16,1.06667748253337,1,2,1,4,0,"Lubuskie",1,1,"info",2,46,0,0,NA,1,0,0,NA,NA,"DK","some","50/50",1,3,4
"7071",538,2,2,2,3,3,3,3,2.5,4,4,3,2,2015-10-16,1.8517843180598,1,1,2,3,0,"Mazowieckie",0,2,"history",5,58,0,0,0,0,0,1,0,0,"PiS","some","90/10",2,1.22222222222222,5.77777777777778
"7072",539,2,2,2,NA,4,3,3,3,1,4,4,1,2015-10-16,1.04612654373256,1,4,2,NA,1,"Mazowieckie",1,1,"info",2,53,0,0,NA,1,0,1,NA,NA,"PO/PSL","some","50/50",2,3.22222222222222,3.77777777777778
"7073",540,3,3,2,NA,5,NA,NA,4,4,3,2,2,2015-10-16,1.36176407248066,1,2,2,4,0,"Mazowieckie",1,2,"info",4,49,0,0,1,0,0,1,1,0,"PiS","none","DK",2,3.14285714285714,3.85714285714286
"7074",541,2,2,2,3,4,3,3,4,3,1,2,2,2015-10-16,1.1732135604985,1,4,2,4,0,"Mazowieckie",1,1,"cntrl",4,74,0,0,0,1,1,0,1,0,"PiS","none","none",2,2.77777777777778,4.22222222222222
"7075",542,2,2,1,NA,2,NA,3,2,3,3,3,5,2015-10-16,0.866016305402118,0,2,3,2,0,"Wielkopolskie",1,2,"history",5,54,0,0,0,0,0,1,0,1,"NoVote","none","none",0,2.5,4.5
"7076",543,3,3,2,4,3,4,4,2,3,3,3,5,2015-10-16,0.811625637311247,1,4,3,4,1,"Wielkopolskie",1,1,"cntrl",3,64,0,0,0,0,0,0,0,1,"other","none","none",2,2.875,4.125
"7077",545,2,2,1,3,2,3,2,2,5,3,3,4,2015-10-16,0.723698629263208,1,4,2,2,0,"Swietokrzyskie",1,2,"info",5,52,0,0,1,1,0,1,0,1,"other","none","none",2,4.66666666666667,2.33333333333333
"7078",546,4,2,1,3,3,3,3,2,5,3,3,4,2015-10-16,0.866732604703336,1,4,2,2,0,"Swietokrzyskie",1,2,"Hungary",4,34,0,0,1,0,0,1,0,1,"other","none","none",2,4.33333333333333,2.66666666666667
"7079",548,4,4,2,3,4,3,3,3,2,3,3,2,2015-10-16,1.2051961698748,1,2,1,3,0,"Malopolskie",0,2,"Hungary",2,31,0,0,-3,0,0,1,0,0,"DK","some","90/10",1,2.33333333333333,4.66666666666667
"7080",550,6,3,2,3,5,3,3,4,3,3,2,3,2015-10-16,1.09663775815196,1,2,1,4,0,"Malopolskie",0,2,"info",1,36,0,0,3,0,0,1,0,0,"DK","some","50/50",1,3.44444444444444,3.55555555555556
"7081",551,1,1,1,3,3,2,3,2,5,3,3,2,2015-10-16,0.741786254345247,0,4,1,2,0,"Malopolskie",1,1,"info",5,73,0,0,3,1,1,0,0,1,"DK","none","90/10",2,3.22222222222222,3.77777777777778
"7082",554,2,2,2,3,3,NA,NA,2,3,3,3,2,2015-10-16,0.568607086976286,1,2,1,2,0,"Lódzkie",NA,1,"history",2,75,0,0,2,1,1,0,NA,NA,"PO/PSL","none","none",2,4.57142857142857,2.42857142857143
"7083",555,4,3,NA,3,4,3,3,2.5,3,3,3,2,2015-10-16,0.563851028959915,1,3,1,2,0,"Lódzkie",NA,1,"cntrl",4,43,0,1,NA,1,0,1,NA,NA,"other","some","some",2,2.5,4.5
"7084",556,6,5,2,NA,3,NA,NA,2.5,4,3,3,4,2015-10-16,0.803872494245512,1,2,1,4,0,"Lódzkie",NA,2,"info",4,54,0,0,0,0,0,1,NA,NA,"NoVote","none","none",0,4.625,2.375
"7085",557,1,1,NA,NA,NA,NA,NA,NA,1,3,4,2,2015-10-16,0.95740339874969,0,1,1,NA,0,"Lódzkie",NA,1,"cntrl",3,82,0,0,NA,1,1,0,NA,NA,"DK","DK","DK",1,5,2
"7086",558,4,2,NA,4,3,4,4,4,4,2,3,2,2015-10-16,1.04951347960671,1,4,3,3,0,"Lubelskie",1,2,"cntrl",NA,39,0,1,NA,0,0,1,0,1,"DK","none","none",2,4.88888888888889,2.11111111111111
"7087",564,3,2,2,3,3,NA,NA,NA,3,3,4,2,2015-10-16,0.730670488869754,1,2,1,3,0,"Opolskie",0,1,"cntrl",3,36,0,0,NA,1,0,0,0,0,"NoVote","DK","none",0,2.875,4.125
"7088",567,6,2,2,3,5,3,3,2,4,4,3,4,2015-10-16,1.35967058734171,1,1,2,3,0,"Opolskie",0,2,"info",2,38,0,0,-2,0,0,1,0,0,"NoVote","big","90/10",0,2.22222222222222,4.77777777777778
